STNAME,CTYNAME,Year,population
Tennessee,Moore,1994,5018
Tennessee,Moore,1995,5079
Tennessee,Moore,1996,5144
Tennessee,Moore,1997,5148
Tennessee,Moore,1998,5116
Tennessee,Moore,1999,5100
Tennessee,Morgan,1990,17280
Tennessee,Morgan,1991,17333
Tennessee,Morgan,1992,17569
Tennessee,Morgan,1993,17878
Tennessee,Morgan,1994,17871
Tennessee,Morgan,1995,18105
Tennessee,Morgan,1996,18346
Tennessee,Morgan,1997,18366
Tennessee,Morgan,1998,18567
Tennessee,Morgan,1999,18573
Tennessee,Obion,1990,31645
Tennessee,Obion,1991,31640
Tennessee,Obion,1992,31509
Tennessee,Obion,1993,31653
Tennessee,Obion,1994,31926
Tennessee,Obion,1995,32153
Tennessee,Obion,1996,31871
Tennessee,Obion,1997,31867
Tennessee,Obion,1998,31958
Tennessee,Obion,1999,32013
Tennessee,Overton,1990,17596
Tennessee,Overton,1991,17718
Tennessee,Overton,1992,17738
Tennessee,Overton,1993,17906
Tennessee,Overton,1994,18127
Tennessee,Overton,1995,18122
Tennessee,Overton,1996,18508
Tennessee,Overton,1997,19016
Tennessee,Overton,1998,19369
Tennessee,Overton,1999,19490
Tennessee,Perry,1990,6592
Tennessee,Perry,1991,6696
Tennessee,Perry,1992,6750
Tennessee,Perry,1993,6762
Tennessee,Perry,1994,6861
Tennessee,Perry,1995,7050
Tennessee,Perry,1996,7139
Tennessee,Perry,1997,7385
Tennessee,Perry,1998,7453
Tennessee,Perry,1999,7482
Tennessee,Pickett,1990,4549
Tennessee,Pickett,1991,4522
Tennessee,Pickett,1992,4547
Tennessee,Pickett,1993,4520
Tennessee,Pickett,1994,4497
Tennessee,Pickett,1995,4556
Tennessee,Pickett,1996,4596
Tennessee,Pickett,1997,4608
Tennessee,Pickett,1998,4624
Tennessee,Pickett,1999,4687
Tennessee,Polk,1990,13639
Tennessee,Polk,1991,13701
Tennessee,Polk,1992,13801
Tennessee,Polk,1993,13888
Tennessee,Polk,1994,14021
Tennessee,Polk,1995,14258
Tennessee,Polk,1996,14286
Tennessee,Polk,1997,14623
Tennessee,Polk,1998,14858
Tennessee,Polk,1999,15015
Tennessee,Putnam,1990,51295
Tennessee,Putnam,1991,51606
Tennessee,Putnam,1992,52939
Tennessee,Putnam,1993,54215
Tennessee,Putnam,1994,54911
Tennessee,Putnam,1995,55891
Tennessee,Putnam,1996,56935
Tennessee,Putnam,1997,57851
Tennessee,Putnam,1998,58483
Tennessee,Putnam,1999,59110
Tennessee,Rhea,1990,24262
Tennessee,Rhea,1991,24593
Tennessee,Rhea,1992,25147
Tennessee,Rhea,1993,25628
Tennessee,Rhea,1994,26086
Tennessee,Rhea,1995,26581
Tennessee,Rhea,1996,27019
Tennessee,Rhea,1997,27457
Tennessee,Rhea,1998,27600
Tennessee,Rhea,1999,27866
Tennessee,Roane,1990,47020
Tennessee,Roane,1991,47416
Tennessee,Roane,1992,47639
Tennessee,Roane,1993,47729
Tennessee,Roane,1994,48481
Tennessee,Roane,1995,48672
Tennessee,Roane,1996,49283
Tennessee,Roane,1997,49523
Tennessee,Roane,1998,49555
Tennessee,Roane,1999,49591
Tennessee,Robertson,1990,41546
Tennessee,Robertson,1991,42514
Tennessee,Robertson,1992,43483
Tennessee,Robertson,1993,44620
Tennessee,Robertson,1994,45957
Tennessee,Robertson,1995,47664
Tennessee,Robertson,1996,49335
Tennessee,Robertson,1997,51209
Tennessee,Robertson,1998,52835
Tennessee,Robertson,1999,54464
Tennessee,Rutherford,1990,118974
Tennessee,Rutherford,1991,123223
Tennessee,Rutherford,1992,127769
Tennessee,Rutherford,1993,133925
Tennessee,Rutherford,1994,139545
Tennessee,Rutherford,1995,146381
Tennessee,Rutherford,1996,152633
Tennessee,Rutherford,1997,158140
Tennessee,Rutherford,1998,164211
Tennessee,Rutherford,1999,169331
Tennessee,Scott,1990,18341
Tennessee,Scott,1991,18533
Tennessee,Scott,1992,18749
Tennessee,Scott,1993,18946
Tennessee,Scott,1994,19131
Tennessee,Scott,1995,19318
Tennessee,Scott,1996,19510
Tennessee,Scott,1997,19773
Tennessee,Scott,1998,20002
Tennessee,Scott,1999,20163
Tennessee,Sequatchie,1990,8865
Tennessee,Sequatchie,1991,8983
Tennessee,Sequatchie,1992,9134
Tennessee,Sequatchie,1993,9198
Tennessee,Sequatchie,1994,9341
Tennessee,Sequatchie,1995,9620
Tennessee,Sequatchie,1996,9898
Tennessee,Sequatchie,1997,10073
Tennessee,Sequatchie,1998,10421
Tennessee,Sequatchie,1999,10788
Tennessee,Sevier,1990,51159
Tennessee,Sevier,1991,52831
Tennessee,Sevier,1992,54292
Tennessee,Sevier,1993,56058
Tennessee,Sevier,1994,57861
Tennessee,Sevier,1995,59062
Tennessee,Sevier,1996,60952
Tennessee,Sevier,1997,62338
Tennessee,Sevier,1998,63866
Tennessee,Sevier,1999,65228
Tennessee,Shelby,1990,822661
Tennessee,Shelby,1991,829226
Tennessee,Shelby,1992,835653
Tennessee,Shelby,1993,840259
Tennessee,Shelby,1994,847334
Tennessee,Shelby,1995,853328
Tennessee,Shelby,1996,856193
Tennessee,Shelby,1997,856483
Tennessee,Shelby,1998,858710
Tennessee,Shelby,1999,863258
Tennessee,Smith,1990,14128
Tennessee,Smith,1991,14299
Tennessee,Smith,1992,14415
Tennessee,Smith,1993,14504
Tennessee,Smith,1994,14616
Tennessee,Smith,1995,15233
Tennessee,Smith,1996,15587
Tennessee,Smith,1997,15952
Tennessee,Smith,1998,16256
Tennessee,Smith,1999,16663
Tennessee,Stewart,1990,9444
Tennessee,Stewart,1991,9587
Tennessee,Stewart,1992,10080
Tennessee,Stewart,1993,10172
Tennessee,Stewart,1994,10268
Tennessee,Stewart,1995,10571
Tennessee,Stewart,1996,10883
Tennessee,Stewart,1997,11129
Tennessee,Stewart,1998,11418
Tennessee,Stewart,1999,11642
Tennessee,Sullivan,1990,143339
Tennessee,Sullivan,1991,144344
Tennessee,Sullivan,1992,145786
Tennessee,Sullivan,1993,146407
Tennessee,Sullivan,1994,146622
Tennessee,Sullivan,1995,147727
Tennessee,Sullivan,1996,148588
Tennessee,Sullivan,1997,149388
Tennessee,Sullivan,1998,149459
Tennessee,Sullivan,1999,149282
Tennessee,Sumner,1990,103162
Tennessee,Sumner,1991,104849
Tennessee,Sumner,1992,107054
Tennessee,Sumner,1993,109774
Tennessee,Sumner,1994,112393
Tennessee,Sumner,1995,115594
Tennessee,Sumner,1996,118436
Tennessee,Sumner,1997,120823
Tennessee,Sumner,1998,122770
Tennessee,Sumner,1999,124718
Tennessee,Tipton,1990,37657
Tennessee,Tipton,1991,38244
Tennessee,Tipton,1992,38868
Tennessee,Tipton,1993,40484
Tennessee,Tipton,1994,41643
Tennessee,Tipton,1995,43133
Tennessee,Tipton,1996,44484
Tennessee,Tipton,1997,45546
Tennessee,Tipton,1998,46821
Tennessee,Tipton,1999,47829
Tennessee,Trousdale,1990,5908
Tennessee,Trousdale,1991,5911
Tennessee,Trousdale,1992,5949
Tennessee,Trousdale,1993,6075
Tennessee,Trousdale,1994,6261
Tennessee,Trousdale,1995,6397
Tennessee,Trousdale,1996,6559
Tennessee,Trousdale,1997,6689
Tennessee,Trousdale,1998,6803
Tennessee,Trousdale,1999,6906
Tennessee,Unicoi,1990,16450
Tennessee,Unicoi,1991,16457
Tennessee,Unicoi,1992,16684
Tennessee,Unicoi,1993,16669
Tennessee,Unicoi,1994,16648
Tennessee,Unicoi,1995,16782
Tennessee,Unicoi,1996,17034
Tennessee,Unicoi,1997,17043
Tennessee,Unicoi,1998,17048
Tennessee,Unicoi,1999,17131
Tennessee,Union,1990,13700
Tennessee,Union,1991,13906
Tennessee,Union,1992,13973
Tennessee,Union,1993,14144
Tennessee,Union,1994,14624
Tennessee,Union,1995,15109
Tennessee,Union,1996,15453
Tennessee,Union,1997,15862
Tennessee,Union,1998,16109
Tennessee,Union,1999,16488
Tennessee,Van Buren,1990,4842
Tennessee,Van Buren,1991,4871
Tennessee,Van Buren,1992,4867
Tennessee,Van Buren,1993,5021
Tennessee,Van Buren,1994,5033
Tennessee,Van Buren,1995,5052
Tennessee,Van Buren,1996,5003
Tennessee,Van Buren,1997,5037
Tennessee,Van Buren,1998,5007
Tennessee,Van Buren,1999,4987
Tennessee,Warren,1990,32802
Tennessee,Warren,1991,33152
Tennessee,Warren,1992,33172
Tennessee,Warren,1993,33697
Tennessee,Warren,1994,34312
Tennessee,Warren,1995,34751
Tennessee,Warren,1996,34891
Tennessee,Warren,1997,35308
Tennessee,Warren,1998,35644
Tennessee,Warren,1999,35878
Tennessee,Washington,1990,92208
Tennessee,Washington,1991,93442
Tennessee,Washington,1992,94092
Tennessee,Washington,1993,95251
Tennessee,Washington,1994,96356
Tennessee,Washington,1995,97806
Tennessee,Washington,1996,99175
Tennessee,Washington,1997,100647
Tennessee,Washington,1998,101312
Tennessee,Washington,1999,101865
Tennessee,Wayne,1990,13920
Tennessee,Wayne,1991,14108
Tennessee,Wayne,1992,15164
Tennessee,Wayne,1993,15367
Tennessee,Wayne,1994,15760
Tennessee,Wayne,1995,15970
Tennessee,Wayne,1996,16221
Tennessee,Wayne,1997,16347
Tennessee,Wayne,1998,16288
Tennessee,Wayne,1999,16258
Tennessee,Weakley,1990,31919
Tennessee,Weakley,1991,31749
Tennessee,Weakley,1992,31754
Tennessee,Weakley,1993,31842
Tennessee,Weakley,1994,32027
Tennessee,Weakley,1995,32082
Tennessee,Weakley,1996,32354
Tennessee,Weakley,1997,32627
Tennessee,Weakley,1998,32715
Tennessee,Weakley,1999,32746
Tennessee,White,1990,20069
Tennessee,White,1991,20216
Tennessee,White,1992,20389
Tennessee,White,1993,20589
Tennessee,White,1994,20837
Tennessee,White,1995,21190
Tennessee,White,1996,21714
Tennessee,White,1997,22068
Tennessee,White,1998,22553
Tennessee,White,1999,22696
Tennessee,Williamson,1990,81313
Tennessee,Williamson,1991,84480
Tennessee,Williamson,1992,87795
Tennessee,Williamson,1993,91664
Tennessee,Williamson,1994,96936
Tennessee,Williamson,1995,100963
Tennessee,Williamson,1996,105328
Tennessee,Williamson,1997,110283
Tennessee,Williamson,1998,116389
Tennessee,Williamson,1999,122321
Tennessee,Wilson,1990,67649
Tennessee,Wilson,1991,69186
Tennessee,Wilson,1992,70494
Tennessee,Wilson,1993,72336
Tennessee,Wilson,1994,74514
Tennessee,Wilson,1995,76368
Tennessee,Wilson,1996,78602
Tennessee,Wilson,1997,80729
Tennessee,Wilson,1998,83106
Tennessee,Wilson,1999,85607
Texas,Anderson,1990,44212
Texas,Anderson,1991,44165
Texas,Anderson,1992,44093
Texas,Anderson,1993,44807
Texas,Anderson,1994,45309
Texas,Anderson,1995,46993
Texas,Anderson,1996,46984
Texas,Anderson,1997,47174
Texas,Anderson,1998,47070
Texas,Anderson,1999,47015
Texas,Andrews,1990,9819
Texas,Andrews,1991,9882
Texas,Andrews,1992,9796
Texas,Andrews,1993,9513
Texas,Andrews,1994,9467
Texas,Andrews,1995,9282
Texas,Andrews,1996,9123
Texas,Andrews,1997,9045
Texas,Andrews,1998,9007
Texas,Andrews,1999,8729
Texas,Angelina,1990,64237
Texas,Angelina,1991,64805
Texas,Angelina,1992,65684
Texas,Angelina,1993,66554
Texas,Angelina,1994,67337
Texas,Angelina,1995,67706
Texas,Angelina,1996,68160
Texas,Angelina,1997,68801
Texas,Angelina,1998,69452
Texas,Angelina,1999,69484
Texas,Aransas,1990,14348
Texas,Aransas,1991,14697
Texas,Aransas,1992,15169
Texas,Aransas,1993,15522
Texas,Aransas,1994,16311
Texas,Aransas,1995,16479
Texas,Aransas,1996,16881
Texas,Aransas,1997,17321
Texas,Aransas,1998,17464
Texas,Aransas,1999,17573
Texas,Archer,1990,7786
Texas,Archer,1991,7564
Texas,Archer,1992,7510
Texas,Archer,1993,7629
Texas,Archer,1994,7745
Texas,Archer,1995,7923
Texas,Archer,1996,7994
Texas,Archer,1997,7964
Texas,Archer,1998,8019
Texas,Archer,1999,7983
Texas,Armstrong,1990,1968
Texas,Armstrong,1991,1893
Texas,Armstrong,1992,1891
Texas,Armstrong,1993,1971
Texas,Armstrong,1994,2019
Texas,Armstrong,1995,2040
Texas,Armstrong,1996,2073
Texas,Armstrong,1997,2111
Texas,Armstrong,1998,2081
Texas,Armstrong,1999,2109
Texas,Atascosa,1990,14545
Texas,Atascosa,1991,14635
Texas,Atascosa,1992,14547
Texas,Atascosa,1993,14495
Texas,Atascosa,1994,14653
Texas,Atascosa,1995,14846
Texas,Atascosa,1996,14970
Texas,Atascosa,1997,14935
Texas,Atascosa,1998,15078
Texas,Atascosa,1999,15205
Texas,Austin,1990,17885
Texas,Austin,1991,18143
Texas,Austin,1992,18576
Texas,Austin,1993,19049
Texas,Austin,1994,19277
Texas,Austin,1995,19663
Texas,Austin,1996,19905
Texas,Austin,1997,20109
Texas,Austin,1998,20410
Texas,Austin,1999,20694
Texas,Bailey,1990,4310
Texas,Bailey,1991,4193
Texas,Bailey,1992,4077
Texas,Bailey,1993,3996
Texas,Bailey,1994,3932
Texas,Bailey,1995,3950
Texas,Bailey,1996,3898
Texas,Bailey,1997,3851
Texas,Bailey,1998,3826
Texas,Bailey,1999,3695
Texas,Bandera,1990,9440
Texas,Bandera,1991,9528
Texas,Bandera,1992,9781
Texas,Bandera,1993,10267
Texas,Bandera,1994,10979
Texas,Bandera,1995,11767
Texas,Bandera,1996,12391
Texas,Bandera,1997,12907
Texas,Bandera,1998,13587
Texas,Bandera,1999,14194
Texas,Bastrop,1990,31554
Texas,Bastrop,1991,31706
Texas,Bastrop,1992,32272
Texas,Bastrop,1993,33015
Texas,Bastrop,1994,34242
Texas,Bastrop,1995,35688
Texas,Bastrop,1996,37472
Texas,Bastrop,1997,38723
Texas,Bastrop,1998,39711
Texas,Bastrop,1999,41061
Texas,Baylor,1990,4032
Texas,Baylor,1991,3923
Texas,Baylor,1992,3898
Texas,Baylor,1993,3870
Texas,Baylor,1994,3867
Texas,Baylor,1995,3838
Texas,Baylor,1996,3802
Texas,Baylor,1997,3755
Texas,Baylor,1998,3754
Texas,Baylor,1999,3664
Texas,Bee,1990,12247
Texas,Bee,1991,12166
Texas,Bee,1992,11660
Texas,Bee,1993,11908
Texas,Bee,1994,11930
Texas,Bee,1995,12413
Texas,Bee,1996,12206
Texas,Bee,1997,12062
Texas,Bee,1998,11768
Texas,Bee,1999,11457
Texas,Bell,1990,168589
Texas,Bell,1991,166281
Texas,Bell,1992,166796
Texas,Bell,1993,175660
Texas,Bell,1994,187608
Texas,Bell,1995,188368
Texas,Bell,1996,190109
Texas,Bell,1997,189892
Texas,Bell,1998,190377
Texas,Bell,1999,189140
Texas,Bexar,1990,604047
Texas,Bexar,1991,606846
Texas,Bexar,1992,610201
Texas,Bexar,1993,612740
Texas,Bexar,1994,609052
Texas,Bexar,1995,610534
Texas,Bexar,1996,608185
Texas,Bexar,1997,612500
Texas,Bexar,1998,610488
Texas,Bexar,1999,607382
Texas,Blanco,1990,5119
Texas,Blanco,1991,5357
Texas,Blanco,1992,5629
Texas,Blanco,1993,5784
Texas,Blanco,1994,5955
Texas,Blanco,1995,6333
Texas,Blanco,1996,6614
Texas,Blanco,1997,6913
Texas,Blanco,1998,6977
Texas,Blanco,1999,7063
Texas,Borden,1990,678
Texas,Borden,1991,640
Texas,Borden,1992,604
Texas,Borden,1993,646
Texas,Borden,1994,628
Texas,Borden,1995,663
Texas,Borden,1996,639
Texas,Borden,1997,628
Texas,Borden,1998,630
Texas,Borden,1999,625
Texas,Bosque,1990,13722
Texas,Bosque,1991,13863
Texas,Bosque,1992,13977
Texas,Bosque,1993,14112
Texas,Bosque,1994,14389
Texas,Bosque,1995,14623
Texas,Bosque,1996,14769
Texas,Bosque,1997,14723
Texas,Bosque,1998,14544
Texas,Bosque,1999,14594
Texas,Bowie,1990,80644
Texas,Bowie,1991,80693
Texas,Bowie,1992,81008
Texas,Bowie,1993,81546
Texas,Bowie,1994,81974
Texas,Bowie,1995,82051
Texas,Bowie,1996,82569
Texas,Bowie,1997,82089
Texas,Bowie,1998,81728
Texas,Bowie,1999,81891
Texas,Brazoria,1990,159595
Texas,Brazoria,1991,163733
Texas,Brazoria,1992,166381
Texas,Brazoria,1993,169082
Texas,Brazoria,1994,171367
Texas,Brazoria,1995,173142
Texas,Brazoria,1996,175424
Texas,Brazoria,1997,178005
Texas,Brazoria,1998,181195
Texas,Brazoria,1999,184161
Texas,Brazos,1990,105686
Texas,Brazos,1991,106056
Texas,Brazos,1992,107651
Texas,Brazos,1993,110565
Texas,Brazos,1994,110982
Texas,Brazos,1995,110895
Texas,Brazos,1996,110153
Texas,Brazos,1997,110892
Texas,Brazos,1998,110951
Texas,Brazos,1999,111512
Texas,Brewster,1990,4951
Texas,Brewster,1991,4807
Texas,Brewster,1992,4830
Texas,Brewster,1993,4726
Texas,Brewster,1994,4816
Texas,Brewster,1995,4862
Texas,Brewster,1996,4788
Texas,Brewster,1997,4596
Texas,Brewster,1998,4509
Texas,Brewster,1999,4418
Texas,Briscoe,1990,1591
Texas,Briscoe,1991,1515
Texas,Briscoe,1992,1544
Texas,Briscoe,1993,1485
Texas,Briscoe,1994,1474
Texas,Briscoe,1995,1501
Texas,Briscoe,1996,1488
Texas,Briscoe,1997,1505
Texas,Briscoe,1998,1462
Texas,Briscoe,1999,1407
Texas,Brooks,1990,876
Texas,Brooks,1991,879
Texas,Brooks,1992,856
Texas,Brooks,1993,831
Texas,Brooks,1994,838
Texas,Brooks,1995,796
Texas,Brooks,1996,799
Texas,Brooks,1997,753
Texas,Brooks,1998,736
Texas,Brooks,1999,718
Texas,Brown,1990,30566
Texas,Brown,1991,30672
Texas,Brown,1992,30326
Texas,Brown,1993,30328
Texas,Brown,1994,30943
Texas,Brown,1995,31698
Texas,Brown,1996,31754
Texas,Brown,1997,31799
Texas,Brown,1998,31731
Texas,Brown,1999,31582
Texas,Burleson,1990,12099
Texas,Burleson,1991,12124
Texas,Burleson,1992,12256
Texas,Burleson,1993,12743
Texas,Burleson,1994,12810
Texas,Burleson,1995,13066
Texas,Burleson,1996,13169
Texas,Burleson,1997,13276
Texas,Burleson,1998,13373
Texas,Burleson,1999,13366
Texas,Burnet,1990,20321
Texas,Burnet,1991,20373
Texas,Burnet,1992,20575
Texas,Burnet,1993,21276
Texas,Burnet,1994,22573
Texas,Burnet,1995,24395
Texas,Burnet,1996,25627
Texas,Burnet,1997,26645
Texas,Burnet,1998,27731
Texas,Burnet,1999,29172
Texas,Caldwell,1990,16535
Texas,Caldwell,1991,16635
Texas,Caldwell,1992,16674
Texas,Caldwell,1993,16689
Texas,Caldwell,1994,16908
Texas,Caldwell,1995,17622
Texas,Caldwell,1996,17851
Texas,Caldwell,1997,18048
Texas,Caldwell,1998,18217
Texas,Caldwell,1999,18364
Texas,Calhoun,1990,12158
Texas,Calhoun,1991,12303
Texas,Calhoun,1992,12563
Texas,Calhoun,1993,12634
Texas,Calhoun,1994,12642
Texas,Calhoun,1995,12508
Texas,Calhoun,1996,12442
Texas,Calhoun,1997,12287
Texas,Calhoun,1998,12120
Texas,Calhoun,1999,11876
Texas,Callahan,1990,11295
Texas,Callahan,1991,11326
Texas,Callahan,1992,11377
Texas,Callahan,1993,11514
Texas,Callahan,1994,11709
Texas,Callahan,1995,11732
Texas,Callahan,1996,11943
Texas,Callahan,1997,12093
Texas,Callahan,1998,12128
Texas,Callahan,1999,12208
Texas,Cameron,1990,47977
Texas,Cameron,1991,48512
Texas,Cameron,1992,48906
Texas,Cameron,1993,49631
Texas,Cameron,1994,50039
Texas,Cameron,1995,50223
Texas,Cameron,1996,50144
Texas,Cameron,1997,49815
Texas,Cameron,1998,49440
Texas,Cameron,1999,48855
Texas,Camp,1990,9459
Texas,Camp,1991,9542
Texas,Camp,1992,9652
Texas,Camp,1993,9890
Texas,Camp,1994,9954
Texas,Camp,1995,9968
Texas,Camp,1996,10132
Texas,Camp,1997,10355
Texas,Camp,1998,10312
Texas,Camp,1999,10310
Texas,Carson,1990,6207
Texas,Carson,1991,6163
Texas,Carson,1992,6155
Texas,Carson,1993,6131
Texas,Carson,1994,6212
Texas,Carson,1995,6250
Texas,Carson,1996,6228
Texas,Carson,1997,6224
Texas,Carson,1998,6242
Texas,Carson,1999,6272
Texas,Cass,1990,29658
Texas,Cass,1991,29790
Texas,Cass,1992,29767
Texas,Cass,1993,29981
Texas,Cass,1994,29934
Texas,Cass,1995,30107
Texas,Cass,1996,30180
Texas,Cass,1997,30217
Texas,Cass,1998,30292
Texas,Cass,1999,30157
Texas,Castro,1990,4862
Texas,Castro,1991,4710
Texas,Castro,1992,4602
Texas,Castro,1993,4489
Texas,Castro,1994,4396
Texas,Castro,1995,4335
Texas,Castro,1996,4196
Texas,Castro,1997,4110
Texas,Castro,1998,4044
Texas,Castro,1999,3957
Texas,Chambers,1990,18929
Texas,Chambers,1991,19058
Texas,Chambers,1992,19191
Texas,Chambers,1993,19518
Texas,Chambers,1994,19930
Texas,Chambers,1995,20551
Texas,Chambers,1996,21056
Texas,Chambers,1997,21600
Texas,Chambers,1998,22046
Texas,Chambers,1999,22179
Texas,Cherokee,1990,38488
Texas,Cherokee,1991,38149
Texas,Cherokee,1992,37992
Texas,Cherokee,1993,38099
Texas,Cherokee,1994,37882
Texas,Cherokee,1995,39042
Texas,Cherokee,1996,39284
Texas,Cherokee,1997,39529
Texas,Cherokee,1998,39908
Texas,Cherokee,1999,40128
Texas,Childress,1990,5111
Texas,Childress,1991,5086
Texas,Childress,1992,5267
Texas,Childress,1993,5314
Texas,Childress,1994,5263
Texas,Childress,1995,6198
Texas,Childress,1996,6149
Texas,Childress,1997,6113
Texas,Childress,1998,5994
Texas,Childress,1999,5907
Texas,Clay,1990,9766
Texas,Clay,1991,9540
Texas,Clay,1992,9412
Texas,Clay,1993,9568
Texas,Clay,1994,9734
Texas,Clay,1995,9832
Texas,Clay,1996,10075
Texas,Clay,1997,10134
Texas,Clay,1998,10200
Texas,Clay,1999,10175
Texas,Cochran,1990,2531
Texas,Cochran,1991,2387
Texas,Cochran,1992,2378
Texas,Cochran,1993,2301
Texas,Cochran,1994,2286
Texas,Cochran,1995,2274
Texas,Cochran,1996,2210
Texas,Cochran,1997,2113
Texas,Cochran,1998,2082
Texas,Cochran,1999,1983
Texas,Coke,1990,2981
Texas,Coke,1991,2962
Texas,Coke,1992,2919
Texas,Coke,1993,2942
Texas,Coke,1994,2951
Texas,Coke,1995,2865
Texas,Coke,1996,2884
Texas,Coke,1997,2878
Texas,Coke,1998,2857
Texas,Coke,1999,2814
Texas,Coleman,1990,8546
Texas,Coleman,1991,8286
Texas,Coleman,1992,8337
Texas,Coleman,1993,8301
Texas,Coleman,1994,8307
Texas,Coleman,1995,8266
Texas,Coleman,1996,8289
Texas,Coleman,1997,8280
Texas,Coleman,1998,8086
Texas,Coleman,1999,7982
Texas,Collin,1990,248902
Texas,Collin,1991,259101
Texas,Collin,1992,270122
Texas,Collin,1993,285756
Texas,Collin,1994,302974
Texas,Collin,1995,321476
Texas,Collin,1996,343239
Texas,Collin,1997,368261
Texas,Collin,1998,392704
Texas,Collin,1999,417357
Texas,Collingsworth,1990,3011
Texas,Collingsworth,1991,2960
Texas,Collingsworth,1992,2955
Texas,Collingsworth,1993,2898
Texas,Collingsworth,1994,2805
Texas,Collingsworth,1995,2775
Texas,Collingsworth,1996,2723
Texas,Collingsworth,1997,2710
Texas,Collingsworth,1998,2656
Texas,Collingsworth,1999,2565
Texas,Colorado,1990,15647
Texas,Colorado,1991,15498
Texas,Colorado,1992,15489
Texas,Colorado,1993,15416
Texas,Colorado,1994,15499
Texas,Colorado,1995,15430
Texas,Colorado,1996,15405
Texas,Colorado,1997,15544
Texas,Colorado,1998,15471
Texas,Colorado,1999,15475
Texas,Comal,1990,40092
Texas,Comal,1991,40858
Texas,Comal,1992,42170
Texas,Comal,1993,43557
Texas,Comal,1994,45712
Texas,Comal,1995,47590
Texas,Comal,1996,49876
Texas,Comal,1997,51485
Texas,Comal,1998,53233
Texas,Comal,1999,55044
Texas,Comanche,1990,11199
Texas,Comanche,1991,11088
Texas,Comanche,1992,11072
Texas,Comanche,1993,11117
Texas,Comanche,1994,10972
Texas,Comanche,1995,10939
Texas,Comanche,1996,10932
Texas,Comanche,1997,10899
Texas,Comanche,1998,10796
Texas,Comanche,1999,10757
Texas,Concho,1990,1874
Texas,Concho,1991,1846
Texas,Concho,1992,1844
Texas,Concho,1993,1847
Texas,Concho,1994,1829
Texas,Concho,1995,1775
Texas,Concho,1996,1766
Texas,Concho,1997,1736
Texas,Concho,1998,1724
Texas,Concho,1999,1634
Texas,Cooke,1990,29593
Texas,Cooke,1991,29233
Texas,Cooke,1992,29518
Texas,Cooke,1993,29369
Texas,Cooke,1994,29736
Texas,Cooke,1995,30086
Texas,Cooke,1996,30487
Texas,Cooke,1997,31060
Texas,Cooke,1998,31081
Texas,Cooke,1999,31472
Texas,Coryell,1990,58986
Texas,Coryell,1991,56299
Texas,Coryell,1992,58572
Texas,Coryell,1993,61277
Texas,Coryell,1994,65157
Texas,Coryell,1995,66015
Texas,Coryell,1996,66274
Texas,Coryell,1997,65965
Texas,Coryell,1998,66031
Texas,Coryell,1999,65658
Texas,Cottle,1990,1855
Texas,Cottle,1991,1790
Texas,Cottle,1992,1736
Texas,Cottle,1993,1717
Texas,Cottle,1994,1680
Texas,Cottle,1995,1647
Texas,Cottle,1996,1622
Texas,Cottle,1997,1581
Texas,Cottle,1998,1548
Texas,Cottle,1999,1519
Texas,Crane,1990,3081
Texas,Crane,1991,3104
Texas,Crane,1992,3013
Texas,Crane,1993,2938
Texas,Crane,1994,2929
Texas,Crane,1995,2833
Texas,Crane,1996,2824
Texas,Crane,1997,2775
Texas,Crane,1998,2726
Texas,Crane,1999,2602
Texas,Crockett,1990,2067
Texas,Crockett,1991,2063
Texas,Crockett,1992,2011
Texas,Crockett,1993,2012
Texas,Crockett,1994,2009
Texas,Crockett,1995,2040
Texas,Crockett,1996,2016
Texas,Crockett,1997,2045
Texas,Crockett,1998,2004
Texas,Crockett,1999,1927
Texas,Crosby,1990,4233
Texas,Crosby,1991,4150
Texas,Crosby,1992,4090
Texas,Crosby,1993,4033
Texas,Crosby,1994,4019
Texas,Crosby,1995,3986
Texas,Crosby,1996,3956
Texas,Crosby,1997,3899
Texas,Crosby,1998,3783
Texas,Crosby,1999,3640
Texas,Culberson,1990,989
Texas,Culberson,1991,945
Texas,Culberson,1992,912
Texas,Culberson,1993,879
Texas,Culberson,1994,878
Texas,Culberson,1995,854
Texas,Culberson,1996,826
Texas,Culberson,1997,794
Texas,Culberson,1998,758
Texas,Culberson,1999,747
Texas,Dallam,1990,4345
Texas,Dallam,1991,4362
Texas,Dallam,1992,4356
Texas,Dallam,1993,4410
Texas,Dallam,1994,4574
Texas,Dallam,1995,4834
Texas,Dallam,1996,4774
Texas,Dallam,1997,4827
Texas,Dallam,1998,4899
Texas,Dallam,1999,4913
Texas,Dallas,1990,1559793
Texas,Dallas,1991,1579981
Texas,Dallas,1992,1589050
Texas,Dallas,1993,1596311
Texas,Dallas,1994,1602321
Texas,Dallas,1995,1611326
Texas,Dallas,1996,1624059
Texas,Dallas,1997,1638707
Texas,Dallas,1998,1652437
Texas,Dallas,1999,1656433
Texas,Dawson,1990,8205
Texas,Dawson,1991,8049
Texas,Dawson,1992,7901
Texas,Dawson,1993,8503
Texas,Dawson,1994,8358
Texas,Dawson,1995,8472
Texas,Dawson,1996,8241
Texas,Dawson,1997,7887
Texas,Dawson,1998,7724
Texas,Dawson,1999,7523
Texas,Deaf Smith,1990,9874
Texas,Deaf Smith,1991,9603
Texas,Deaf Smith,1992,9458
Texas,Deaf Smith,1993,9473
