STNAME,CTYNAME,Year,population
Alaska,Sitka City and Borough,1973,6822
Alaska,Sitka City and Borough,1974,6861
Alaska,Sitka City and Borough,1975,6797
Alaska,Sitka City and Borough,1976,7234
Alaska,Sitka City and Borough,1977,7561
Alaska,Sitka City and Borough,1978,7877
Alaska,Sitka City and Borough,1979,7648
Alaska,Skagway Municipality,1970,2166
Alaska,Skagway Municipality,1971,2163
Alaska,Skagway Municipality,1972,2314
Alaska,Skagway Municipality,1973,2228
Alaska,Skagway Municipality,1974,2320
Alaska,Skagway Municipality,1975,2587
Alaska,Skagway Municipality,1976,2640
Alaska,Skagway Municipality,1977,2588
Alaska,Skagway Municipality,1978,2835
Alaska,Skagway Municipality,1979,2756
Alaska,Skagway-Yakutat Division,1970,2166
Alaska,Skagway-Yakutat Division,1971,2163
Alaska,Skagway-Yakutat Division,1972,2314
Alaska,Skagway-Yakutat Division,1973,2228
Alaska,Skagway-Yakutat Division,1974,2320
Alaska,Skagway-Yakutat Division,1975,2587
Alaska,Skagway-Yakutat Division,1976,2640
Alaska,Skagway-Yakutat Division,1977,2588
Alaska,Skagway-Yakutat Division,1978,2835
Alaska,Skagway-Yakutat Division,1979,2756
Alaska,Skagway-Yakutat-Angoon Census Area,0,0
Alaska,Skagway-Hoonah-Angoon Census Area,0,0
Alaska,Southeast Fairbanks Census Area,1970,4200
Alaska,Southeast Fairbanks Census Area,1971,4246
Alaska,Southeast Fairbanks Census Area,1972,4381
Alaska,Southeast Fairbanks Census Area,1973,4610
Alaska,Southeast Fairbanks Census Area,1974,4540
Alaska,Southeast Fairbanks Census Area,1975,4683
Alaska,Southeast Fairbanks Census Area,1976,5183
Alaska,Southeast Fairbanks Census Area,1977,5129
Alaska,Southeast Fairbanks Census Area,1978,5153
Alaska,Southeast Fairbanks Census Area,1979,5461
Alaska,Valdez-Cordova Census Area,0,0
Alaska,Wrangell City and Borough,0,0
Alaska,Wrangell-Petersburg Census Area,1970,5063
Alaska,Wrangell-Petersburg Census Area,1971,5674
Alaska,Wrangell-Petersburg Census Area,1972,5482
Alaska,Wrangell-Petersburg Census Area,1973,5664
Alaska,Wrangell-Petersburg Census Area,1974,6077
Alaska,Wrangell-Petersburg Census Area,1975,6433
Alaska,Wrangell-Petersburg Census Area,1976,6431
Alaska,Wrangell-Petersburg Census Area,1977,6228
Alaska,Wrangell-Petersburg Census Area,1978,6308
Alaska,Wrangell-Petersburg Census Area,1979,6137
Alaska,Yakutat City and Borough,0,0
Alaska,Yukon-Koyukuk Census Area,1970,4777
Alaska,Yukon-Koyukuk Census Area,1971,4832
Alaska,Yukon-Koyukuk Census Area,1972,5034
Alaska,Yukon-Koyukuk Census Area,1973,5191
Alaska,Yukon-Koyukuk Census Area,1974,5204
Alaska,Yukon-Koyukuk Census Area,1975,5446
Alaska,Yukon-Koyukuk Census Area,1976,5686
Alaska,Yukon-Koyukuk Census Area,1977,5633
Alaska,Yukon-Koyukuk Census Area,1978,5369
Alaska,Yukon-Koyukuk Census Area,1979,5214
Arizona,Apache,1970,32946
Arizona,Apache,1971,35537
Arizona,Apache,1972,37044
Arizona,Apache,1973,39526
Arizona,Apache,1974,40268
Arizona,Apache,1975,42912
Arizona,Apache,1976,44292
Arizona,Apache,1977,48487
Arizona,Apache,1978,50680
Arizona,Apache,1979,52120
Arizona,Cochise,1970,62968
Arizona,Cochise,1971,67153
Arizona,Cochise,1972,70943
Arizona,Cochise,1973,74562
Arizona,Cochise,1974,76170
Arizona,Cochise,1975,76928
Arizona,Cochise,1976,78953
Arizona,Cochise,1977,80688
Arizona,Cochise,1978,83160
Arizona,Cochise,1979,86269
Arizona,Coconino,1970,49325
Arizona,Coconino,1971,53326
Arizona,Coconino,1972,58194
Arizona,Coconino,1973,61655
Arizona,Coconino,1974,64829
Arizona,Coconino,1975,69819
Arizona,Coconino,1976,66400
Arizona,Coconino,1977,68938
Arizona,Coconino,1978,70815
Arizona,Coconino,1979,73357
Arizona,Gila,1970,29593
Arizona,Gila,1971,30981
Arizona,Gila,1972,31216
Arizona,Gila,1973,32288
Arizona,Gila,1974,32991
Arizona,Gila,1975,32530
Arizona,Gila,1976,33875
Arizona,Gila,1977,34290
Arizona,Gila,1978,35634
Arizona,Gila,1979,36470
Arizona,Graham,1970,16755
Arizona,Graham,1971,17457
Arizona,Graham,1972,17578
Arizona,Graham,1973,18685
Arizona,Graham,1974,19961
Arizona,Graham,1975,19713
Arizona,Graham,1976,20890
Arizona,Graham,1977,21038
Arizona,Graham,1978,20669
Arizona,Graham,1979,21242
Arizona,Greenlee,1970,10496
Arizona,Greenlee,1971,11169
Arizona,Greenlee,1972,11236
Arizona,Greenlee,1973,11614
Arizona,Greenlee,1974,12357
Arizona,Greenlee,1975,12158
Arizona,Greenlee,1976,11921
Arizona,Greenlee,1977,11866
Arizona,Greenlee,1978,12073
Arizona,Greenlee,1979,12222
Arizona,La Paz,0,0
Arizona,Maricopa,1970,982260
Arizona,Maricopa,1971,1026420
Arizona,Maricopa,1972,1087206
Arizona,Maricopa,1973,1156746
Arizona,Maricopa,1974,1217408
Arizona,Maricopa,1975,1253864
Arizona,Maricopa,1976,1280014
Arizona,Maricopa,1977,1329829
Arizona,Maricopa,1978,1388888
Arizona,Maricopa,1979,1456847
Arizona,Mohave,1970,26438
Arizona,Mohave,1971,28732
Arizona,Mohave,1972,31088
Arizona,Mohave,1973,34034
Arizona,Mohave,1974,36578
Arizona,Mohave,1975,39390
Arizona,Mohave,1976,42461
Arizona,Mohave,1977,43313
Arizona,Mohave,1978,46021
Arizona,Mohave,1979,51783
Arizona,Navajo,1970,48294
Arizona,Navajo,1971,51228
Arizona,Navajo,1972,52356
Arizona,Navajo,1973,53570
Arizona,Navajo,1974,56517
Arizona,Navajo,1975,58746
Arizona,Navajo,1976,61040
Arizona,Navajo,1977,60805
Arizona,Navajo,1978,62965
Arizona,Navajo,1979,66412
Arizona,Pima,1970,357383
Arizona,Pima,1971,380248
Arizona,Pima,1972,407511
Arizona,Pima,1973,428555
Arizona,Pima,1974,443741
Arizona,Pima,1975,459737
Arizona,Pima,1976,471601
Arizona,Pima,1977,483486
Arizona,Pima,1978,497691
Arizona,Pima,1979,523342
Arizona,Pinal,1970,69620
Arizona,Pinal,1971,73801
Arizona,Pinal,1972,76764
Arizona,Pinal,1973,80920
Arizona,Pinal,1974,84540
Arizona,Pinal,1975,83814
Arizona,Pinal,1976,86399
Arizona,Pinal,1977,87094
Arizona,Pinal,1978,87591
Arizona,Pinal,1979,89490
Arizona,Santa Cruz,1970,14133
Arizona,Santa Cruz,1971,14796
Arizona,Santa Cruz,1972,15692
Arizona,Santa Cruz,1973,16507
Arizona,Santa Cruz,1974,17357
Arizona,Santa Cruz,1975,17097
Arizona,Santa Cruz,1976,17896
Arizona,Santa Cruz,1977,18264
Arizona,Santa Cruz,1978,18603
Arizona,Santa Cruz,1979,19658
Arizona,Yavapai,1970,37686
Arizona,Yavapai,1971,40406
Arizona,Yavapai,1972,44869
Arizona,Yavapai,1973,47955
Arizona,Yavapai,1974,50239
Arizona,Yavapai,1975,50196
Arizona,Yavapai,1976,55746
Arizona,Yavapai,1977,59743
Arizona,Yavapai,1978,62377
Arizona,Yavapai,1979,65845
Arizona,Yuma,1970,61634
Arizona,Yuma,1971,64863
Arizona,Yuma,1972,67155
Arizona,Yuma,1973,68688
Arizona,Yuma,1974,71400
Arizona,Yuma,1975,69438
Arizona,Yuma,1976,76482
Arizona,Yuma,1977,79455
Arizona,Yuma,1978,80684
Arizona,Yuma,1979,83515
Arkansas,Arkansas,1970,23345
Arkansas,Arkansas,1971,23324
Arkansas,Arkansas,1972,23175
Arkansas,Arkansas,1973,23602
Arkansas,Arkansas,1974,23695
Arkansas,Arkansas,1975,23870
Arkansas,Arkansas,1976,24217
Arkansas,Arkansas,1977,23867
Arkansas,Arkansas,1978,24417
Arkansas,Arkansas,1979,24124
Arkansas,Ashley,1970,25059
Arkansas,Ashley,1971,25433
Arkansas,Ashley,1972,25632
Arkansas,Ashley,1973,25473
Arkansas,Ashley,1974,25470
Arkansas,Ashley,1975,25829
Arkansas,Ashley,1976,26152
Arkansas,Ashley,1977,26615
Arkansas,Ashley,1978,26935
Arkansas,Ashley,1979,26745
Arkansas,Baxter,1970,15570
Arkansas,Baxter,1971,16577
Arkansas,Baxter,1972,18156
Arkansas,Baxter,1973,19886
Arkansas,Baxter,1974,21334
Arkansas,Baxter,1975,22744
Arkansas,Baxter,1976,24473
Arkansas,Baxter,1977,26096
Arkansas,Baxter,1978,26466
Arkansas,Baxter,1979,27093
Arkansas,Benton,1970,51072
Arkansas,Benton,1971,53448
Arkansas,Benton,1972,57211
Arkansas,Benton,1973,59613
Arkansas,Benton,1974,62273
Arkansas,Benton,1975,63178
Arkansas,Benton,1976,66691
Arkansas,Benton,1977,70714
Arkansas,Benton,1978,73493
Arkansas,Benton,1979,76547
Arkansas,Boone,1970,19115
Arkansas,Boone,1971,19251
Arkansas,Boone,1972,20176
Arkansas,Boone,1973,20986
Arkansas,Boone,1974,21630
Arkansas,Boone,1975,22772
Arkansas,Boone,1976,23042
Arkansas,Boone,1977,23655
Arkansas,Boone,1978,24271
Arkansas,Boone,1979,25396
Arkansas,Bradley,1970,12826
Arkansas,Bradley,1971,13076
Arkansas,Bradley,1972,13255
Arkansas,Bradley,1973,13291
Arkansas,Bradley,1974,13213
Arkansas,Bradley,1975,13278
Arkansas,Bradley,1976,13708
Arkansas,Bradley,1977,13758
Arkansas,Bradley,1978,13978
Arkansas,Bradley,1979,14037
Arkansas,Calhoun,1970,5575
Arkansas,Calhoun,1971,5543
Arkansas,Calhoun,1972,5539
Arkansas,Calhoun,1973,5568
Arkansas,Calhoun,1974,5668
Arkansas,Calhoun,1975,5900
Arkansas,Calhoun,1976,5710
Arkansas,Calhoun,1977,5698
Arkansas,Calhoun,1978,5817
Arkansas,Calhoun,1979,6018
Arkansas,Carroll,1970,12347
Arkansas,Carroll,1971,12555
Arkansas,Carroll,1972,13307
Arkansas,Carroll,1973,13838
Arkansas,Carroll,1974,14364
Arkansas,Carroll,1975,14566
Arkansas,Carroll,1976,14988
Arkansas,Carroll,1977,15220
Arkansas,Carroll,1978,15453
Arkansas,Carroll,1979,15591
Arkansas,Chicot,1970,18071
Arkansas,Chicot,1971,17744
Arkansas,Chicot,1972,17199
Arkansas,Chicot,1973,18031
Arkansas,Chicot,1974,18240
Arkansas,Chicot,1975,18043
Arkansas,Chicot,1976,18016
Arkansas,Chicot,1977,17794
Arkansas,Chicot,1978,17924
Arkansas,Chicot,1979,18040
Arkansas,Clark,1970,21601
Arkansas,Clark,1971,21898
Arkansas,Clark,1972,21567
Arkansas,Clark,1973,22188
Arkansas,Clark,1974,21734
Arkansas,Clark,1975,22966
Arkansas,Clark,1976,22839
Arkansas,Clark,1977,23075
Arkansas,Clark,1978,23080
Arkansas,Clark,1979,23628
Arkansas,Clay,1970,18964
Arkansas,Clay,1971,19729
Arkansas,Clay,1972,20079
Arkansas,Clay,1973,20248
Arkansas,Clay,1974,20236
Arkansas,Clay,1975,20620
Arkansas,Clay,1976,21156
Arkansas,Clay,1977,20970
Arkansas,Clay,1978,20918
Arkansas,Clay,1979,21168
Arkansas,Cleburne,1970,10492
Arkansas,Cleburne,1971,11082
Arkansas,Cleburne,1972,11895
Arkansas,Cleburne,1973,12804
Arkansas,Cleburne,1974,13482
Arkansas,Cleburne,1975,14656
Arkansas,Cleburne,1976,14919
Arkansas,Cleburne,1977,15760
Arkansas,Cleburne,1978,16211
Arkansas,Cleburne,1979,16711
Arkansas,Cleveland,1970,6564
Arkansas,Cleveland,1971,6408
Arkansas,Cleveland,1972,7258
Arkansas,Cleveland,1973,7034
Arkansas,Cleveland,1974,7165
Arkansas,Cleveland,1975,7191
Arkansas,Cleveland,1976,7154
Arkansas,Cleveland,1977,7299
Arkansas,Cleveland,1978,7469
Arkansas,Cleveland,1979,7735
Arkansas,Columbia,1970,26125
Arkansas,Columbia,1971,26878
Arkansas,Columbia,1972,26314
Arkansas,Columbia,1973,25808
Arkansas,Columbia,1974,25896
Arkansas,Columbia,1975,25983
Arkansas,Columbia,1976,25847
Arkansas,Columbia,1977,26066
Arkansas,Columbia,1978,26449
Arkansas,Columbia,1979,26325
Arkansas,Conway,1970,16841
Arkansas,Conway,1971,16996
Arkansas,Conway,1972,17230
Arkansas,Conway,1973,17607
Arkansas,Conway,1974,18088
Arkansas,Conway,1975,18417
Arkansas,Conway,1976,18960
Arkansas,Conway,1977,18963
Arkansas,Conway,1978,19063
Arkansas,Conway,1979,19361
Arkansas,Craighead,1970,52700
Arkansas,Craighead,1971,55256
Arkansas,Craighead,1972,56408
Arkansas,Craighead,1973,57499
Arkansas,Craighead,1974,57997
Arkansas,Craighead,1975,58741
Arkansas,Craighead,1976,60572
Arkansas,Craighead,1977,61638
Arkansas,Craighead,1978,62749
Arkansas,Craighead,1979,63342
Arkansas,Crawford,1970,25987
Arkansas,Crawford,1971,27221
Arkansas,Crawford,1972,28363
Arkansas,Crawford,1973,28718
Arkansas,Crawford,1974,29987
Arkansas,Crawford,1975,30812
Arkansas,Crawford,1976,32272
Arkansas,Crawford,1977,34454
Arkansas,Crawford,1978,35577
Arkansas,Crawford,1979,36394
Arkansas,Crittenden,1970,47906
Arkansas,Crittenden,1971,47168
Arkansas,Crittenden,1972,47739
Arkansas,Crittenden,1973,49588
Arkansas,Crittenden,1974,49172
Arkansas,Crittenden,1975,49333
Arkansas,Crittenden,1976,48748
Arkansas,Crittenden,1977,48444
Arkansas,Crittenden,1978,48242
Arkansas,Crittenden,1979,49180
Arkansas,Cross,1970,19809
Arkansas,Cross,1971,19888
Arkansas,Cross,1972,19610
Arkansas,Cross,1973,19967
Arkansas,Cross,1974,20133
Arkansas,Cross,1975,20799
Arkansas,Cross,1976,20636
Arkansas,Cross,1977,20824
Arkansas,Cross,1978,21001
Arkansas,Cross,1979,20927
Arkansas,Dallas,1970,10093
Arkansas,Dallas,1971,10373
Arkansas,Dallas,1972,10419
Arkansas,Dallas,1973,10470
Arkansas,Dallas,1974,10376
Arkansas,Dallas,1975,10421
Arkansas,Dallas,1976,10414
Arkansas,Dallas,1977,10477
Arkansas,Dallas,1978,10515
Arkansas,Dallas,1979,10629
Arkansas,Desha,1970,18761
Arkansas,Desha,1971,18824
Arkansas,Desha,1972,18821
Arkansas,Desha,1973,18710
Arkansas,Desha,1974,18521
Arkansas,Desha,1975,18614
Arkansas,Desha,1976,18699
Arkansas,Desha,1977,19143
Arkansas,Desha,1978,20052
Arkansas,Desha,1979,19809
Arkansas,Drew,1970,15128
Arkansas,Drew,1971,15065
Arkansas,Drew,1972,15730
Arkansas,Drew,1973,15989
Arkansas,Drew,1974,16479
Arkansas,Drew,1975,16538
Arkansas,Drew,1976,17062
Arkansas,Drew,1977,17446
Arkansas,Drew,1978,17853
Arkansas,Drew,1979,18157
Arkansas,Faulkner,1970,31935
Arkansas,Faulkner,1971,33409
Arkansas,Faulkner,1972,34459
Arkansas,Faulkner,1973,36531
Arkansas,Faulkner,1974,38636
Arkansas,Faulkner,1975,39050
Arkansas,Faulkner,1976,40083
Arkansas,Faulkner,1977,41941
Arkansas,Faulkner,1978,43556
Arkansas,Faulkner,1979,45173
Arkansas,Franklin,1970,11323
Arkansas,Franklin,1971,11408
Arkansas,Franklin,1972,11911
Arkansas,Franklin,1973,12271
Arkansas,Franklin,1974,12652
Arkansas,Franklin,1975,13410
Arkansas,Franklin,1976,13323
Arkansas,Franklin,1977,13726
Arkansas,Franklin,1978,14205
Arkansas,Franklin,1979,14643
Arkansas,Fulton,1970,7866
Arkansas,Fulton,1971,8517
Arkansas,Fulton,1972,8578
Arkansas,Fulton,1973,8849
Arkansas,Fulton,1974,9096
Arkansas,Fulton,1975,9354
Arkansas,Fulton,1976,9767
Arkansas,Fulton,1977,9830
Arkansas,Fulton,1978,9837
Arkansas,Fulton,1979,9834
Arkansas,Garland,1970,54742
Arkansas,Garland,1971,57204
Arkansas,Garland,1972,59210
Arkansas,Garland,1973,61349
Arkansas,Garland,1974,63693
Arkansas,Garland,1975,64064
Arkansas,Garland,1976,65739
Arkansas,Garland,1977,67528
Arkansas,Garland,1978,68490
Arkansas,Garland,1979,70023
Arkansas,Grant,1970,9826
Arkansas,Grant,1971,10333
Arkansas,Grant,1972,11108
Arkansas,Grant,1973,11259
Arkansas,Grant,1974,11847
Arkansas,Grant,1975,12039
Arkansas,Grant,1976,12163
Arkansas,Grant,1977,12435
Arkansas,Grant,1978,12787
Arkansas,Grant,1979,12894
Arkansas,Greene,1970,25009
Arkansas,Greene,1971,25987
Arkansas,Greene,1972,27028
Arkansas,Greene,1973,27850
Arkansas,Greene,1974,28444
Arkansas,Greene,1975,28488
Arkansas,Greene,1976,29299
Arkansas,Greene,1977,30071
Arkansas,Greene,1978,30683
Arkansas,Greene,1979,31163
Arkansas,Hempstead,1970,19424
Arkansas,Hempstead,1971,19937
Arkansas,Hempstead,1972,20249
Arkansas,Hempstead,1973,20842
Arkansas,Hempstead,1974,21193
Arkansas,Hempstead,1975,21360
Arkansas,Hempstead,1976,21816
Arkansas,Hempstead,1977,22309
Arkansas,Hempstead,1978,22656
Arkansas,Hempstead,1979,23148
Arkansas,Hot Spring,1970,22042
Arkansas,Hot Spring,1971,22343
Arkansas,Hot Spring,1972,23294
Arkansas,Hot Spring,1973,23818
Arkansas,Hot Spring,1974,24350
Arkansas,Hot Spring,1975,25406
Arkansas,Hot Spring,1976,25126
Arkansas,Hot Spring,1977,25497
Arkansas,Hot Spring,1978,26065
Arkansas,Hot Spring,1979,26685
Arkansas,Howard,1970,11520
Arkansas,Howard,1971,12006
Arkansas,Howard,1972,12820
Arkansas,Howard,1973,12883
Arkansas,Howard,1974,12904
Arkansas,Howard,1975,12955
Arkansas,Howard,1976,12978
Arkansas,Howard,1977,13143
Arkansas,Howard,1978,13181
Arkansas,Howard,1979,13382
Arkansas,Independence,1970,22926
Arkansas,Independence,1971,23749
Arkansas,Independence,1972,24510
Arkansas,Independence,1973,24623
Arkansas,Independence,1974,24771
Arkansas,Independence,1975,24819
Arkansas,Independence,1976,25957
Arkansas,Independence,1977,27386
Arkansas,Independence,1978,28479
Arkansas,Independence,1979,28958
Arkansas,Izard,1970,7492
Arkansas,Izard,1971,7905
Arkansas,Izard,1972,8631
Arkansas,Izard,1973,9081
Arkansas,Izard,1974,9425
Arkansas,Izard,1975,9736
Arkansas,Izard,1976,9929
Arkansas,Izard,1977,10117
Arkansas,Izard,1978,10067
Arkansas,Izard,1979,10443
Arkansas,Jackson,1970,20662
Arkansas,Jackson,1971,21487
Arkansas,Jackson,1972,21721
Arkansas,Jackson,1973,21809
Arkansas,Jackson,1974,21928
Arkansas,Jackson,1975,21536
Arkansas,Jackson,1976,22025
Arkansas,Jackson,1977,22004
Arkansas,Jackson,1978,21950
Arkansas,Jackson,1979,21896
Arkansas,Jefferson,1970,85151
Arkansas,Jefferson,1971,84468
Arkansas,Jefferson,1972,84859
Arkansas,Jefferson,1973,84786
Arkansas,Jefferson,1974,85378
Arkansas,Jefferson,1975,84854
Arkansas,Jefferson,1976,85652
Arkansas,Jefferson,1977,86201
Arkansas,Jefferson,1978,87956
Arkansas,Jefferson,1979,89521
Arkansas,Johnson,1970,13734
Arkansas,Johnson,1971,14115
Arkansas,Johnson,1972,14721
Arkansas,Johnson,1973,15304
Arkansas,Johnson,1974,15971
Arkansas,Johnson,1975,15718
Arkansas,Johnson,1976,16362
Arkansas,Johnson,1977,16875
Arkansas,Johnson,1978,17477
Arkansas,Johnson,1979,17483
Arkansas,Lafayette,1970,10006
Arkansas,Lafayette,1971,9994
Arkansas,Lafayette,1972,9705
Arkansas,Lafayette,1973,9909
Arkansas,Lafayette,1974,9828
Arkansas,Lafayette,1975,9954
Arkansas,Lafayette,1976,10059
Arkansas,Lafayette,1977,10168
Arkansas,Lafayette,1978,10347
Arkansas,Lafayette,1979,10237
Arkansas,Lawrence,1970,16406
Arkansas,Lawrence,1971,16759
Arkansas,Lawrence,1972,17328
Arkansas,Lawrence,1973,17492
Arkansas,Lawrence,1974,17787
Arkansas,Lawrence,1975,18035
Arkansas,Lawrence,1976,18462
Arkansas,Lawrence,1977,18359
Arkansas,Lawrence,1978,18394
Arkansas,Lawrence,1979,18236
Arkansas,Lee,1970,18691
Arkansas,Lee,1971,17959
Arkansas,Lee,1972,17732
Arkansas,Lee,1973,16958
Arkansas,Lee,1974,16761
Arkansas,Lee,1975,17068
Arkansas,Lee,1976,16974
Arkansas,Lee,1977,16687
Arkansas,Lee,1978,16264
Arkansas,Lee,1979,15760
Arkansas,Lincoln,1970,12897
Arkansas,Lincoln,1971,12832
Arkansas,Lincoln,1972,12756
Arkansas,Lincoln,1973,12393
Arkansas,Lincoln,1974,12702
Arkansas,Lincoln,1975,13293
Arkansas,Lincoln,1976,13258
Arkansas,Lincoln,1977,13100
Arkansas,Lincoln,1978,13079
Arkansas,Lincoln,1979,13306
Arkansas,Little River,1970,11382
Arkansas,Little River,1971,12135
Arkansas,Little River,1972,11823
Arkansas,Little River,1973,12150
Arkansas,Little River,1974,12258
Arkansas,Little River,1975,12710
Arkansas,Little River,1976,12862
Arkansas,Little River,1977,13259
Arkansas,Little River,1978,13515
Arkansas,Little River,1979,14531
Arkansas,Logan,1970,16868
Arkansas,Logan,1971,17166
Arkansas,Logan,1972,17799
Arkansas,Logan,1973,18317
Arkansas,Logan,1974,18704
Arkansas,Logan,1975,19121
Arkansas,Logan,1976,19416
Arkansas,Logan,1977,19545
Arkansas,Logan,1978,19977
Arkansas,Logan,1979,20096
Arkansas,Lonoke,1970,26280
Arkansas,Lonoke,1971,26449
Arkansas,Lonoke,1972,27328
Arkansas,Lonoke,1973,29297
Arkansas,Lonoke,1974,30068
Arkansas,Lonoke,1975,30875
Arkansas,Lonoke,1976,31826
Arkansas,Lonoke,1977,32144
Arkansas,Lonoke,1978,33638
Arkansas,Lonoke,1979,34250
Arkansas,Madison,1970,9459
Arkansas,Madison,1971,9510
Arkansas,Madison,1972,9658
Arkansas,Madison,1973,9770
Arkansas,Madison,1974,9768
Arkansas,Madison,1975,10220
Arkansas,Madison,1976,10574
Arkansas,Madison,1977,10683
Arkansas,Madison,1978,10777
Arkansas,Madison,1979,10884
Arkansas,Marion,1970,7118
Arkansas,Marion,1971,7550
Arkansas,Marion,1972,8052
Arkansas,Marion,1973,8519
Arkansas,Marion,1974,8904
Arkansas,Marion,1975,9277
Arkansas,Marion,1976,10013
Arkansas,Marion,1977,10836
Arkansas,Marion,1978,11210
Arkansas,Marion,1979,11371
Arkansas,Miller,1970,33606
Arkansas,Miller,1971,34529
Arkansas,Miller,1972,34881
Arkansas,Miller,1973,34972
Arkansas,Miller,1974,35126
Arkansas,Miller,1975,36379
Arkansas,Miller,1976,36595
Arkansas,Miller,1977,36545
Arkansas,Miller,1978,36438
Arkansas,Miller,1979,37375
Arkansas,Mississippi,1970,61953
Arkansas,Mississippi,1971,61564
Arkansas,Mississippi,1972,61495
Arkansas,Mississippi,1973,60132
Arkansas,Mississippi,1974,60652
Arkansas,Mississippi,1975,62501
Arkansas,Mississippi,1976,61126
Arkansas,Mississippi,1977,61023
Arkansas,Mississippi,1978,61491
Arkansas,Mississippi,1979,60478
Arkansas,Monroe,1970,15530
Arkansas,Monroe,1971,15067
Arkansas,Monroe,1972,14699
Arkansas,Monroe,1973,14651
Arkansas,Monroe,1974,14219
Arkansas,Monroe,1975,14655
Arkansas,Monroe,1976,14520
Arkansas,Monroe,1977,14502
Arkansas,Monroe,1978,14335
Arkansas,Monroe,1979,14171
Arkansas,Montgomery,1970,5793
Arkansas,Montgomery,1971,5697
Arkansas,Montgomery,1972,6185
Arkansas,Montgomery,1973,6445
Arkansas,Montgomery,1974,6773
Arkansas,Montgomery,1975,7124
Arkansas,Montgomery,1976,7342
Arkansas,Montgomery,1977,7445
Arkansas,Montgomery,1978,7419
Arkansas,Montgomery,1979,7621
Arkansas,Nevada,1970,10136
Arkansas,Nevada,1971,10214
Arkansas,Nevada,1972,10556
Arkansas,Nevada,1973,10708
Arkansas,Nevada,1974,10601
Arkansas,Nevada,1975,10641
Arkansas,Nevada,1976,10632
Arkansas,Nevada,1977,10873
Arkansas,Nevada,1978,11058
Arkansas,Nevada,1979,11283
Arkansas,Newton,1970,5866
Arkansas,Newton,1971,5963
Arkansas,Newton,1972,6367
Arkansas,Newton,1973,6593
Arkansas,Newton,1974,6721
Arkansas,Newton,1975,6961
Arkansas,Newton,1976,7237
Arkansas,Newton,1977,7462
Arkansas,Newton,1978,7504
Arkansas,Newton,1979,7689
Arkansas,Ouachita,1970,30755
Arkansas,Ouachita,1971,30217
Arkansas,Ouachita,1972,30321
Arkansas,Ouachita,1973,30490
Arkansas,Ouachita,1974,30285
Arkansas,Ouachita,1975,30357
Arkansas,Ouachita,1976,30362
Arkansas,Ouachita,1977,30236
Arkansas,Ouachita,1978,30325
Arkansas,Ouachita,1979,30440
Arkansas,Perry,1970,5692
Arkansas,Perry,1971,5930
Arkansas,Perry,1972,6295
Arkansas,Perry,1973,6428
Arkansas,Perry,1974,6609
Arkansas,Perry,1975,6843
Arkansas,Perry,1976,6951
Arkansas,Perry,1977,7292
Arkansas,Perry,1978,7301
